,cve_ent,desc_entidad,Cve_Mun,desc_municipio,id_indicador,indicador,2015,2020,unidad_medida,Lat_Decimal,Lon_Decimal,Altitud,Pob_Total,Pob_Masculina,Pob_Femenina,Total De Viviendas Habitadas
42,13,Hidalgo,5,Ajacuba,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.2051883,0.104814478,Porcentaje,20.092525,-99.122133,2143,7245,3546,3699,1831
43,13,Hidalgo,5,Ajacuba,6207019010,Porcentaje de población de 25 años y más alfabeta,90.101107,93.06659601,Porcentaje,20.092525,-99.122133,2143,7245,3546,3699,1831
44,13,Hidalgo,5,Ajacuba,6207019020,Porcentaje de población de 15 años y más sin escolaridad,7.0423567,4.65376284,Porcentaje,20.092525,-99.122133,2143,7245,3546,3699,1831
45,13,Hidalgo,5,Ajacuba,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,60.888407,60.33934252,Porcentaje,20.092525,-99.122133,2143,7245,3546,3699,1831
46,13,Hidalgo,5,Ajacuba,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,99.022271,96.39593909,Porcentaje,20.092525,-99.122133,2143,7245,3546,3699,1831
47,13,Hidalgo,5,Ajacuba,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,96.534149,95.48387097,Porcentaje,20.092525,-99.122133,2143,7245,3546,3699,1831
48,13,Hidalgo,5,Ajacuba,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,39.037105,45.66744731,Porcentaje,20.092525,-99.122133,2143,7245,3546,3699,1831
49,13,Hidalgo,5,Ajacuba,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,67.162538,63.71322759,Porcentaje,20.092525,-99.122133,2143,7245,3546,3699,1831
50,13,Hidalgo,6,Alfajayucan,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,15.867284,20.13432308,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
51,13,Hidalgo,6,Alfajayucan,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,4.6941,8.094733121,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
52,13,Hidalgo,6,Alfajayucan,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.1158196,0.445387063,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
53,13,Hidalgo,6,Alfajayucan,6207019010,Porcentaje de población de 25 años y más alfabeta,86.133081,89.53213817,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
54,13,Hidalgo,6,Alfajayucan,6207019020,Porcentaje de población de 15 años y más sin escolaridad,9.5653359,6.624248851,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
55,13,Hidalgo,6,Alfajayucan,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,59.213974,61.5720524,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
56,13,Hidalgo,6,Alfajayucan,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,99.48542,97.93293523,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
57,13,Hidalgo,6,Alfajayucan,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,97.764402,96.68458781,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
58,13,Hidalgo,6,Alfajayucan,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,39.264609,51.5498155,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
59,13,Hidalgo,6,Alfajayucan,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,69.75746,64.70130788,Porcentaje,20.409971,-99.349589,1870,1507,709,798,391
60,13,Hidalgo,7,Almoloya,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,17.009367,20.68627451,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
61,13,Hidalgo,7,Almoloya,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,5.6659813,8.649237473,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
62,13,Hidalgo,7,Almoloya,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.0799634,0.119825708,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
63,13,Hidalgo,7,Almoloya,6207019010,Porcentaje de población de 25 años y más alfabeta,88.639163,91.49992905,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
64,13,Hidalgo,7,Almoloya,6207019020,Porcentaje de población de 15 años y más sin escolaridad,7.6993374,6.187363834,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
65,13,Hidalgo,7,Almoloya,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,59.562044,59.73645681,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
66,13,Hidalgo,7,Almoloya,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,98.863636,98.75604699,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
67,13,Hidalgo,7,Almoloya,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,97.181208,94.06779661,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
68,13,Hidalgo,7,Almoloya,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,33.082374,39.0060947,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
69,13,Hidalgo,7,Almoloya,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,69.545351,64.35729847,Porcentaje,19.703319,-98.403293,2531,4802,2341,2461,1224
70,13,Hidalgo,8,Apan,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,22.800185,24.6998919,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
71,13,Hidalgo,8,Apan,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,11.346005,16.06645048,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
72,13,Hidalgo,8,Apan,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.064905,0.12231894,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
73,13,Hidalgo,8,Apan,6207019010,Porcentaje de población de 25 años y más alfabeta,91.854744,93.57774597,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
74,13,Hidalgo,8,Apan,6207019020,Porcentaje de población de 15 años y más sin escolaridad,6.6233967,5.336519315,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
75,13,Hidalgo,8,Apan,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,62.238931,63.74946375,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
76,13,Hidalgo,8,Apan,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,98.318817,97.35195997,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
77,13,Hidalgo,8,Apan,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,97.249509,94.583157,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
78,13,Hidalgo,8,Apan,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,42.078825,48.03289058,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
79,13,Hidalgo,8,Apan,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,59.165508,53.77481937,Porcentaje,19.71,-98.451944,2488,26642,12576,14066,6921
80,13,Hidalgo,9,El Arenal,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,20.028884,22.04330547,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
81,13,Hidalgo,9,El Arenal,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,8.2623898,11.6006578,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
82,13,Hidalgo,9,El Arenal,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.1064153,0.185007537,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
83,13,Hidalgo,9,El Arenal,6207019010,Porcentaje de población de 25 años y más alfabeta,93.397109,94.28235932,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
84,13,Hidalgo,9,El Arenal,6207019020,Porcentaje de población de 15 años y más sin escolaridad,4.1653998,3.378100589,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
85,13,Hidalgo,9,El Arenal,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,65.859766,57.69585253,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
86,13,Hidalgo,9,El Arenal,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,99.20142,96.51719634,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
87,13,Hidalgo,9,El Arenal,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,96.578947,93.84469697,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
88,13,Hidalgo,9,El Arenal,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,38.231139,46.01192166,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
89,13,Hidalgo,9,El Arenal,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,67.436911,62.7929286,Porcentaje,20.221424,-98.911046,2031,2933,1379,1554,685
90,13,Hidalgo,10,Atitalaquia,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,24.905333,25.72936581,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
91,13,Hidalgo,10,Atitalaquia,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,16.55185,20.84614745,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
92,13,Hidalgo,10,Atitalaquia,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.2509239,0.149613498,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
93,13,Hidalgo,10,Atitalaquia,6207019010,Porcentaje de población de 25 años y más alfabeta,94.928053,96.5170974,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
94,13,Hidalgo,10,Atitalaquia,6207019020,Porcentaje de población de 15 años y más sin escolaridad,3.1433916,2.506026099,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
95,13,Hidalgo,10,Atitalaquia,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,70.453053,71.31147541,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
96,13,Hidalgo,10,Atitalaquia,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,99.417178,97.91395046,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
97,13,Hidalgo,10,Atitalaquia,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,96.112853,94.69361971,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
98,13,Hidalgo,10,Atitalaquia,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,46.03019,53.54989302,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
99,13,Hidalgo,10,Atitalaquia,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,55.148501,50.76884714,Porcentaje,20.059155,-99.221129,2085,6322,3092,3230,1595
100,13,Hidalgo,11,Atlapexco,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,15.21645,17.35996705,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
101,13,Hidalgo,11,Atlapexco,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,8.1240981,12.65788029,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
102,13,Hidalgo,11,Atlapexco,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.6998557,0.226523888,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
103,13,Hidalgo,11,Atlapexco,6207019010,Porcentaje de población de 25 años y más alfabeta,70.268228,76.33601118,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
104,13,Hidalgo,11,Atlapexco,6207019020,Porcentaje de población de 15 años y más sin escolaridad,20.497835,17.53844042,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
105,13,Hidalgo,11,Atlapexco,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,83.044667,82.27320125,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
106,13,Hidalgo,11,Atlapexco,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,98.93089,97.59259259,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
107,13,Hidalgo,11,Atlapexco,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,95.836431,96.34525661,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
108,13,Hidalgo,11,Atlapexco,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,43.031785,51.66880616,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
109,13,Hidalgo,11,Atlapexco,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,55.46176,52.21718836,Porcentaje,21.017114,-98.348187,158,2484,1162,1322,628
110,13,Hidalgo,12,Atotonilco el Grande,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,14.46557,18.06127529,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
111,13,Hidalgo,12,Atotonilco el Grande,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,8.1346351,11.16893696,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
112,13,Hidalgo,12,Atotonilco el Grande,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.1233299,0.144816038,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
113,13,Hidalgo,12,Atotonilco el Grande,6207019010,Porcentaje de población de 25 años y más alfabeta,87.928946,89.37939859,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
114,13,Hidalgo,12,Atotonilco el Grande,6207019020,Porcentaje de población de 15 años y más sin escolaridad,8.0215827,6.394533195,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
115,13,Hidalgo,12,Atotonilco el Grande,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,49.809886,58.75888817,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
116,13,Hidalgo,12,Atotonilco el Grande,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,98.595338,97.31386861,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
117,13,Hidalgo,12,Atotonilco el Grande,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,94.268293,93.11359623,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
118,13,Hidalgo,12,Atotonilco el Grande,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,36.254893,41.51712887,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
119,13,Hidalgo,12,Atotonilco el Grande,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,69.254882,64.23043852,Porcentaje,20.286882,-98.669062,2100,7261,3427,3834,1810
120,13,Hidalgo,13,Atotonilco de Tula,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,25.711655,29.30125393,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
121,13,Hidalgo,13,Atotonilco de Tula,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,11.857853,15.29310116,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
122,13,Hidalgo,13,Atotonilco de Tula,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.1951758,0.132925695,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
123,13,Hidalgo,13,Atotonilco de Tula,6207019010,Porcentaje de población de 25 años y más alfabeta,94.280855,97.34053189,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
124,13,Hidalgo,13,Atotonilco de Tula,6207019020,Porcentaje de población de 15 años y más sin escolaridad,3.767262,1.900837432,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
125,13,Hidalgo,13,Atotonilco de Tula,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,65.475678,62.25029377,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
126,13,Hidalgo,13,Atotonilco de Tula,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,98.235041,97.00162075,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
127,13,Hidalgo,13,Atotonilco de Tula,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,97.373108,94.05726634,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
128,13,Hidalgo,13,Atotonilco de Tula,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,43.467681,46.96476162,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
129,13,Hidalgo,13,Atotonilco de Tula,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,58.468054,53.37188178,Porcentaje,20.007767,-99.220191,2157,8154,4003,4151,2056
130,13,Hidalgo,14,Calnali,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,14.608582,16.3072551,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
131,13,Hidalgo,14,Calnali,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,6.1578775,9.185891006,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
132,13,Hidalgo,14,Calnali,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.3603013,0.208960214,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
133,13,Hidalgo,14,Calnali,6207019010,Porcentaje de población de 25 años y más alfabeta,75.880676,78.61938733,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
134,13,Hidalgo,14,Calnali,6207019020,Porcentaje de población de 15 años y más sin escolaridad,17.68752,14.51019726,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
135,13,Hidalgo,14,Calnali,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,61.858974,71.35740971,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
136,13,Hidalgo,14,Calnali,6207019026,Porcentaje de la población de 6 a 11 años que asiste a la escuela,99.179207,98.73925501,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
137,13,Hidalgo,14,Calnali,6207019028,Porcentaje de la población de 12 a 14 años que asiste a la escuela,96.561086,95.7884427,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
138,13,Hidalgo,14,Calnali,6207019029,Porcentaje de la población de 15 a 24 años que asiste a la escuela,43.430962,53.49506579,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
139,13,Hidalgo,14,Calnali,6207019031,Porcentaje de población de 15 años y más con escolaridad básica,61.185719,59.78769642,Porcentaje,20.897178,-98.583532,924,4147,1972,2175,1036
140,13,Hidalgo,15,Cardonal,6200240314,Porcentaje de la población de 15 años y más con instrucción media superior,16.502947,19.10222347,Porcentaje,20.613389,-99.117069,2048,659,314,345,170
141,13,Hidalgo,15,Cardonal,6200240365,Porcentaje de la población de 15 años y más con instrucción superior,8.546169,13.86519368,Porcentaje,20.613389,-99.117069,2048,659,314,345,170
142,13,Hidalgo,15,Cardonal,6200240368,Porcentaje de la población de 15 años y más con instrucción no especificada,0.2040199,0.083904349,Porcentaje,20.613389,-99.117069,2048,659,314,345,170
143,13,Hidalgo,15,Cardonal,6207019010,Porcentaje de población de 25 años y más alfabeta,81.358579,87.28873866,Porcentaje,20.613389,-99.117069,2048,659,314,345,170
144,13,Hidalgo,15,Cardonal,6207019020,Porcentaje de población de 15 años y más sin escolaridad,12.78525,8.970773318,Porcentaje,20.613389,-99.117069,2048,659,314,345,170
145,13,Hidalgo,15,Cardonal,6207019024,Porcentaje de la población de 3 a 5 años que asiste a la escuela,60.357143,72.8,Porcentaje,20.613389,-99.117069,2048,659,314,345,170
